serial,clave,event,level0,name0,level1,name1,level2,name2,place,d_year,d_month,d_day,duration,cause,descr_cause,sources,magnitude,glide,other,killed,injured,missing,houses_destroyed,houses_damaged,victims,affected,relocated,evacuated,value_us,value_local,nschools,nhospitals,nhectares,ncatle,mts_roads,with_killed,with_injured,with_missing,with_houses_destroyed,with_hauses_damaged,with_victims,with_affected,with_relocated,with_evacuated,education,health,agriculture,water,sewage,industries,communications,transportation,power,relief,with_other,latitude,longitude,comments,defaultab,approved,uu_id
2015-0036,30493,Sequía,03,COCHABAMBA,0312,Carrasco,031203,Pocona,Comunidades:Tablòn; Pilancho y Conda arriba,2015,11,6,20,Condiciones atmosféricas,,Defensa Civil; VALI-012151,,,,0,0,0,0,0,385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,Requiere de ayuda humanitaria; tanques de agua de plàstico,,0,5b5f666e-ce86-4fb4-a3ed-db8bb79046d4
1979-0081,25412,Inundación,02,LA PAZ,0201,Murillo,020101,Nuestra Senora de La Paz,Ciudad de La Paz,1979,12,26,0,Lluvias,Fuertes lluvias,EL DIARIO 27/dic pág 3,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,4a0ae552-b922-4890-841f-bdf5c2bcb4e3
1980-0001,25413,Deslizamiento,02,LA PAZ,0201,Murillo,,,Autopista La Paz-El Alto,1980,1,4,0,Desconocida,Deslizamiento por falla geológica y corrientes de agua,EL DIARIO 05/ene pág 1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,G.Una antigua falla geológica se reactivó. Fisuras en el talud,,0,cb37c0ca-e8bf-479a-bd2e-d5e9af45ca2d
1980-0002,25414,Deslizamiento,02,LA PAZ,0201,Murillo,020101,Nuestra Senora de La Paz,Calle Romero y Almirante Grau de la ciudad de La Paz,1980,1,14,0,Desconocida,Fractura del alcantarillado de la parte alta,EL DIARIO 15/ene pág 4,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ma.Se deslizaron 5000 m3 de tierra,,0,398a73ff-0914-4f18-90ba-6a3f6119bb1d
1980-0003,25415,Inundación,02,LA PAZ,0201,Murillo,020101,Nuestra Senora de La Paz,Villa San Antonio de la ciudad de La Paz,1980,1,23,0,Lluvias,Lluvias provocan inundacion,EL DIARIO 24/ene pág 4,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,0,0b3330fe-7faf-4a7b-87c7-7f4906320cfe
1980-0034,25446,Accidente,04,ORURO,0401,Cercado,040101,Oruro,Capital,1980,12,11,0,Lluvias,Lluvias provocan desarrilamiento de dos vagones,PRESENCIA 12/dic pág 4,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,V.Se aflojó el terraplen de la ferrovía,,0,7fddca95-1208-47b9-b792-a9eab5d8bf6a
1980-0004,25416,Inundación,02,LA PAZ,0201,Murillo,020101,Nuestra Senora de La Paz,Capital,1980,2,1,0,Lluvias,Un pequeño riachuelo se desbordó por el mercado Rodríguez,EL DIARIO 02/feb pág 3,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Al.Obstrucción de desagues /G.Fuente no señala nombre del riachuelo que se desbordó y provocó la inundación,,0,613f1167-6eda-4088-999b-d254eebc297e
1980-0005,25417,Deslizamiento,02,LA PAZ,0201,Murillo,020101,Nuestra Senora de La Paz,Zona de Obrajes de la ciudad de La Paz,1980,2,25,0,Lluvias,Lluvias provocan deslizamientos,EL DIARIO 26/feb pág 5,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,Al.Taponamientos de desagues,,0,ceec4f55-414f-4213-8a30-d600fd1bdc83
1980-0006,25418,Helada,02,LA PAZ,0203,Pacajes,020301,Coro Coro,Coro Coro,1980,2,26,0,Condiciones atmosféricas,Helada provoca daños en sector agrícola,EL DIARIO 29/feb pág 6,,,Cultivos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,A.Se perdieron tubérculos y cereales por la helada,,0,98c34401-b371-41d0-aceb-d9d5c3612d1f
1980-0007,25419,Helada,04,ORURO,0409,Atahuallpa,040901,Sabaya,Sabaya,1980,2,28,0,Condiciones atmosféricas,Helada provoca daños en sembradíos,EL DIARIO 29/feb pág 6,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,A.Sembradíos completamente arruinados por la helada./G.Ausencia de lluvias en la zona,,0,f310733e-a577-4d44-8c23-aa6b17dfff4f
1980-0008,25420,Inundación,02,LA PAZ,0201,Murillo,020101,Nuestra Senora de La Paz,Centro de la ciudad de La Paz,1980,3,5,0,Lluvias,Las calles parecen enormes ríos,EL DIARIO 06/mar pág 1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,0,436069d7-aa7a-494e-a1bf-37f96316355b
1980-0009,25421,Inundación,06,TARIJA,0602,Arce,060202,Bermejo,Bermejo,1980,3,12,0,Desbordamiento,Desborde del río Bermejo,EL DIARIO 13/mar pág 6,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,0,00ed8875-b3fb-4bda-9952-551a82a433ff
1980-0010,25422,Inundación,04,ORURO,0401,Cercado,040101,Oruro,Capital,1980,3,12,0,Lluvias,Lluvias provocan inundaciones en Oruro,EL DIARIO 14/mar pág 6,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,0,1a0d75d7-01a6-439e-9497-4cff3e2e0d36
1980-0011,25423,Deslizamiento,02,LA PAZ,0201,Murillo,020101,Nuestra Senora de La Paz,Zona Santa Bárbara de la ciudad de La Paz,1980,3,17,0,Desconocida,Afectó a la Avenida del Ejército,EL DIARIO 18/mar pág 1,,,Puestos del mercado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,G.Apareciéron enormes grietas- Santa Bárbara es considerada zona negra,,0,bc61e978-1f8b-4685-ac66-b968587729c8
1980-0012,25424,Deslizamiento,02,LA PAZ,0201,Murillo,020101,Nuestra Senora de La Paz,Villa Armonía de la ciudad de La Paz,1980,4,1,0,Comportamiento,Como causa de asentamientos humanos,EL DIARIO 02/abr pág 3,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,G.Se registráron agrietamientos y anegamientos,,0,94f30f69-6e88-4b50-bf77-3276438b9b50
1980-0013,25425,Aluvión,03,COCHABAMBA,0310,Chapare,,,Carretera Chapare,1980,4,1,0,Lluvias,Destruyó totalmente un puente sobre el río Ronquito,EL DIARIO 02/abr pág 6,,,Un puente,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,T.El tráfico ha sido suspendido en la zona,,0,3e904572-dc2b-4787-bef9-07733c7d1de1
1980-0014,25426,Inundación,07,SANTA CRUZ,0711,Ñuflo de Chavez,071106,Cuatro Canadas,Carretera San Ramón-Trinidad -Municipio de San Ramón,1980,4,8,0,Desbordamiento,Río Quizer se desbordó,EL DIARIO 09/abr pág 6,,,Un puente y cinco alcantarillas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,G.El río Quizer se desbordó  no permite el desague del río Julián. La carretera une dos Departamentos Santa Cruz(Provincia Ñuflo Chávez - San Ramon) y Beni (Provincia Cercado- Trinidad).,,0,578a22d7-93a1-4130-be1e-a9f497b784f3
1980-0030,25442,Sequía,07,SANTA CRUZ,0708,Valle Grande,,,,1980,10,21,0,Condiciones atmosféricas,Falta de lluvias,PRESENCIA 22/oct pág 4,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,0,dc314776-660f-4b0e-83f3-e8e3a40d49b6
1980-0031,25443,Granizada,03,COCHABAMBA,0313,Mizque,,,Mizque,1980,10,22,0,Condiciones atmosféricas,Granizada causa daños en agricultura de la zona,PRESENCIA 28/oct pág 4,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,-1,-1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,A.Sembradíos de papas y otras especies dañados,,0,58f1fa5a-98cf-4c72-a1a3-9fdbbfa1bff8
1980-0032,25444,Contaminación,02,LA PAZ,0201,Murillo,020105,El Alto,Milluni,1980,11,13,0,Contaminación,Contaminación del agua por actividad minera,PRESENCIA 13/nov pág 8,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,G.Desechos de la mina Matilde contaminan agua destinada a la planta de Achachicala  que abastece esta ciudad,,0,ac1bde12-fd3d-49ec-8eaa-522c73f2a922
1980-0033,25445,Plaga,05,POTOSI,0506,Nor Chichas,050601,Cotagaita,Cotagaita,1980,12,4,0,Contaminación,Arañuela roja,IBTA - PRESENCIA 05/dic pág 4,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,G.Informes proporcionados por IBTA=Instituto Boliviano Tecnología Agropecuaria y periodico Presencia,,0,8514c336-3db1-4dad-b108-a06b51e511bc
1980-0035,25447,Inundación,04,ORURO,0401,Cercado,040101,Oruro,Capital,1980,12,11,0,Lluvias,Varias zonas bajas de la capital,PRESENCIA 12/dic pág 4,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,0,dd7bc25f-7f50-49e7-b524-ebc2b986b776
1980-0036,25448,Lluvias,04,ORURO,0401,Cercado,040101,Oruro,Capital,1980,12,13,0,Condiciones atmosféricas,Pista del aeropuerto Juan Mendoza destruída,PRESENCIA 14/dic pág 2,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,T.Pistas terrestres afectadas a consecuencia de las lluvias,,0,b54b2b48-b6ba-47d4-855c-02e8dd9100f8
1980-0037,25449,Inundación,03,COCHABAMBA,0302,Campero,030201,Aiquile,Aiquile y Omereque,1980,12,19,0,Lluvias,Lluvias causan inundaciones en Cochabamba,PRESENCIA 22/dic pág 6,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G.Muchas familias afectadas  se desconoce el número,,0,6ec58fee-212a-4754-975c-b2f15e0d1e66
1980-0038,25450,Inundación,08,BENI,0801,Cercado,080101,Trinidad,Carretera San Ramón-Trinidad,1980,4,8,0,Desbordamiento,Río Quizer se desbordó,EL DIARIO 09/abr pág 6,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,G.El río Quizer se desbordó  no permite el desague del río Julián. La carretera une dos Departamentos Santa Cruz(Provincia Ñuflo Chávez - San Ramon) y Beni (Provincia Cercado- Trinidad).en el atlas: Bolivia Atlas estadístico de Municipios 2005  aparece qu,,0,ace045f8-61e1-4ae9-a13e-3dfef7221cde
1980-0039,25451,Inundación,03,COCHABAMBA,0302,Campero,030203,Omereque,Aiquile y Omereque,1980,12,19,0,Lluvias,Lluvias causan inundaciones en Cochabamba,PRESENCIA 22/dic pág 6,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G.Muchas familias afectadas  se desconoce el número,,0,63fcf2a7-f63a-4e91-a29d-c680de48693e
1981-0001,25452,Lluvias,02,LA PAZ,0201,Murillo,020101,Nuestra Senora de La Paz,Zona central de la ciudad de La Paz,1981,1,5,0,Condiciones atmosféricas,Fuertes precipitaciones pluviales,EL DIARIO 06/ene pág 5,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,af2a4bb2-35c8-4d40-bc5a-eb1462712aaa
1981-0002,25453,Inundación,02,LA PAZ,0201,Murillo,020101,Nuestra Senora de La Paz,Zona Riosinhio de la ciudad de La Paz,1981,1,5,0,Lluvias,Fuertes lluvias,EL DIARIO 06/ene pág 5,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,04238643-6e01-4c2e-ae6d-27c20e4e2ed5
1981-0003,25454,Inundación,02,LA PAZ,0201,Murillo,020101,Nuestra Senora de La Paz,Zona Chamoco Chico de la ciudad de La Paz,1981,1,5,0,Desbordamiento,Desbordamiento del río Anantaque,EL DIARIO 07/ene pág 5,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Vd.Veinte familias no videntes quedáron sin techo (Aproximadamente 100 personas),,0,615ce526-fc98-4795-ad3f-337e7e6dd42f
1981-0004,25455,Inundación,04,ORURO,0401,Cercado,,,Varias zonas de la ciudad de Oruro,1981,1,8,0,Lluvias,Fuertes lluvias,EL DIARIO 09/ene pág 6,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,0,0212345c-e2e1-4506-8c47-3033521693c1
1981-0005,25456,Deslizamiento,02,LA PAZ,0201,Murillo,020101,Nuestra Senora de La Paz,Zona de Llojeta de la ciudad de La Paz,1981,1,10,0,Lluvias,Torrenciales lluvias,EL DIARIO 11/ene pág 9,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Va.7 ladrilleras y viviendas de los trabajadores sufriéron daños de consideración./G.8000 metros de tierra aproximadamente fueron removidas. Fuente no especifíca la fecha del evento  se presume que pasó días antes de la publicación de la noticia,,0,f657a41a-ecaf-4eff-8070-25958ba2ab41
1995-0016,25972,Inundación,02,LA PAZ,0201,Murillo,020105,El Alto,Ciudad de El Alto,1995,2,27,0,Lluvias,Fuertes lluvias,EL DIARIO 28/feb pág 4,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,0,ec026eb0-8c5e-4eac-b4aa-bbf7d2739f4b
1995-0017,25973,Inundación,02,LA PAZ,0202,Omasuyos,020201,Achacachi,Localidad de Huatajata,1995,3,3,0,Lluvias,Fuertes lluvias,EL DIARIO 04/mar pág 10,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,-1,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,A.Sembradíos totalmente destruídos. 50 Ha de chacras afectadas/G.Fuente no proporciona fecha de Evento  se presume que paso días anteriores,,0,d49b9ef4-a74a-4cc9-aa33-fb17379f73b3
1995-0018,25974,Inundación,02,LA PAZ,0201,Murillo,020101,Nuestra Senora de La Paz,Zona Sur de la ciudad de La Paz,1995,3,22,0,Lluvias,Violenta precipitación pluvial y granizo,EL DIARIO 23/mar pág 8,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,0,215978d8-009a-4d32-b96d-2fad143352ef
1995-0019,25975,Inundación,03,COCHABAMBA,0301,Cercado,030101,Cochabamba,Ciudad de Cochabamba,1995,3,29,0,Lluvias,Fuertes lluvias,EL DIARIO 30/mar pág 14,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,G.Fuente no proporciona fecha de Evento  se presume que paso días anteriores,,0,d9cade37-2d8e-48bb-8d8c-5fff4816de91
1995-0020,25976,Inundación,02,LA PAZ,0201,Murillo,,,Zona de Río Abajo,1995,3,31,0,Desbordamiento,Desbordamiento del río Choqueyapu,EL DIARIO 01/abr pág 7,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,G.Fuente no proporciona fecha de Evento  se presume que paso días anteriores,,0,6e964a88-4bbb-4c5c-a4ca-41aefdda5373
1995-0021,25977,Vientos fuertes,02,LA PAZ,0201,Murillo,020105,El Alto,Ciudad de El Alto,1995,5,7,0,Condiciones atmosféricas,Vendaval ocasiona problemas en El Alto de La Paz,EL DIARIO 10/may pág 10,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,0,aa8f43b9-a1f1-4719-9eca-d066014a177d
1995-0022,25978,Incendio,07,SANTA CRUZ,0701,Andres Ibañez,070101,Santa Cruz de la Sierra,Zona Norte de la ciudad de Santa Cruz  km 5,1995,5,10,0,Cortocircuito,Incendio provoca pérdidas en Industria cruceña,EL DIARIO 12/may pág 11,,,,0,0,0,0,0,0,0,0,0,1500000,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,I.Incendio en depósito de mercaderia de la empresa  Internacional,,0,a3a07746-d2c6-46a8-b066-284af1a711d1
1995-0023,25979,Deslizamiento,02,LA PAZ,0201,Murillo,020101,Nuestra Senora de La Paz,Avenida Buenos Aires de la ciudad de La Paz,1995,5,17,0,Deterioro,Deterioro de galerías filtrantes y factores naturales,EL DIARIO 18/may pág 9,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,G.Se produjeron grietas en la Avenida Buenos Aires.Fuente no proporciona fecha de Evento  se presume que paso días anteriores,,0,5afbe25a-e3a3-47df-b786-edb2c6e400ef
1995-0024,25980,Deslizamiento,02,LA PAZ,0201,Murillo,020101,Nuestra Senora de La Paz,Zona Villa Copacabana de la ciudad de La Paz,1995,6,1,0,Localización,Construcción de viviendas en áreas inestables,EL DIARIO 02/jun pág 7,,,,0,0,0,19,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Vd.Diez y nueve viviendas destruídas a consecuencia del Evento/G.40 familias afectadas/,,0,5c3c69ad-fb33-4c69-a8b0-2c2ab40185b3
1995-0025,25981,Incendio,02,LA PAZ,0214,Nor Yungas,021401,Coroico,Localidad de Yolosa carretera a los Yungas,1995,6,18,0,Explosión,Explosión de una garrafa de gas licuado,EL DIARIO 19/jun pág 4,,,Comercio,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,G.Varios quioscos incendiados en Yolosa  cerca a Coroico,,0,115f2799-5ae4-4e0d-a1b6-5172e7c59f8d
1995-0026,25982,Sequía,07,SANTA CRUZ,0705,Chiquitos,070501,San Jose de Chiquitos,Localidad de San José de Chiquitos,1995,6,26,0,Condiciones atmosféricas,Fuerte sequía afecta producción de soya,EL DIARIO 27/jun pág 11,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,G.Fuente no proporciona fecha de Evento  se presume que paso días anteriores,,0,f2baa3dc-b0b7-42ca-bc06-5cf05e13c804
1995-0027,25983,Sequía,07,SANTA CRUZ,0707,Cordillera,,,,1995,6,26,0,Condiciones atmosféricas,Fuerte sequía afecta sector agropecuario,EL DIARIO 27/jun pág 11,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,G.Fuente no proporciona fecha de Evento  se presume que paso días anteriores,,0,d3a0e433-5e40-47bd-964a-6dff18f9ad90
1995-0028,25984,Explosión,02,LA PAZ,0208,Ingavi,020801,Viacha,Viacha,1995,7,4,0,Error humano,Explosión de granada de guerra,EL DIARIO 05/jul pág 10,,,,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S.A consecuencia de un mal manipuleo de granada de guerra muere una persona y dos están heridas,,0,62e9bc07-7910-403a-b39a-a8667e50b0da
1995-0029,25985,Vientos fuertes,02,LA PAZ,0201,Murillo,020105,El Alto,Zona Río Seco de la ciudad de El Alto de La Paz,1995,8,30,0,Condiciones atmosféricas,Venval causa problemas en EL Alto,EL DIARIO 31/ago pág 12,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Ed.Una escuela afectada a consecuencia del Vendaval,,0,fd63ab22-4605-4c61-b064-6d24587e38b1
2004-0303,27039,Inundación,04,ORURO,0410,Saucari,041001,Toledo,Vila Jipiña,2004,4,19,0,Comportamiento,,Datos 04.- 728,,,,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Desborde de río afectó 60% cultivos,,0,8c37ec57-4f01-4acc-9efd-cdb6eb84003f
1990-0039,27040,Inundación,02,LA PAZ,0201,Murillo,020101,Nuestra Senora de La Paz,Rosasani,1990,1,2,0,Lluvias,Tapomamiento del río Rosasani,Quipus,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Cae un muro de la Escuela H. Siles,,0,2fa66d3d-a448-4b6d-b45e-798dfddd00df
2004-0106,27041,Inundación,03,COCHABAMBA,0308,German Jordan,030803,Tolata,Tolata,2004,1,2,0,Lluvias,Fuerte precipitación pluvial,La Razón,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Cultivos de papa y maíz afectados.,,0,0c764bca-ac2a-4645-8a7f-43a1a0fa696e
2006-0165,27042,Inundación,02,LA PAZ,0208,Ingavi,020801,Viacha,Chacota (Dtto.3),2006,2,2,0,Lluvias,Desborde río Aychuyo,Datos Nat.06.- 447,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Daños en cultivos de papa y cebada,,0,b4e9827b-1c94-4af7-8c97-8e3e85372b23
2006-0166,27043,Inundación,02,LA PAZ,0208,Ingavi,020801,Viacha,Irpuma (Dtto.3),2006,2,2,0,Lluvias,Desborde del río Kala Jauira,Datos Nat.06.- 448,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Daños en cultivos de cebada y papa,,0,5bd233d6-2cee-4a20-b6f6-abde01514ef7
2004-0148,27044,Inundación,07,SANTA CRUZ,0711,Ñuflo de Chavez,,,Pto.Caiman Chane Grande Chico y Bedoya  Las Mercedes,2004,1,8,0,Lluvias,,Defensa Civil,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Daños en cultivos de soya y arroz,,0,49a95331-11f8-48c7-abf7-82965cc97570
2005-0139,27045,Inundación,06,TARIJA,0605,Mendez,,,La Victoria  Coimata,2005,3,3,0,Lluvias,,Datos 05 Nat.- 244.245,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Daños en infraestructura de riego,,0,cb90fd68-5c09-45a6-8f32-5113737fee80
2004-0105,27046,Inundación,03,COCHABAMBA,0309,Quillacollo,030904,Vinto,Vinto,2004,1,2,0,Lluvias,Fuerte precipitación pluvila,La Razón,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Cultivos de papa y maíz afectadas,,0,5b2e085f-6e6c-410f-90b2-fdd86a7c250f
1998-0053,27047,Deslizamiento,03,COCHABAMBA,0301,Cercado,030101,Cochabamba,Km. 9 Sacaba,1998,1,31,0,Lluvias,Hrs. 23:30 se produjo deslizamiento,Quipus,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Urbanización LAB la mas afectada,,0,7686355c-052f-43a3-a551-d0fc06ab6fa7
1997-0059,27048,Inundación,07,SANTA CRUZ,0706,Sara,070602,Santa Rosa del Sara,Sara,1997,12,28,0,Comportamiento,,Quipus,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Cultivo afectado: Maíz y Azúcar,,0,c60ea72f-5f93-404d-a8a5-507da28306d9
2005-0068,27049,Inundación,02,LA PAZ,0214,Nor Yungas,021401,Coroico,Yolosa,2005,1,15,0,Lluvias,,Datos 05 Nat.-26,,,,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5 viviendas y un hotel dañados,,0,2b642fb5-6b2b-48a5-8e29-1c0f848962dd
1985-0022,27050,Inundación,07,SANTA CRUZ,0707,Cordillera,070703,Cabezas,Abapo,1985,3,0,0,Lluvias,Desborde del río Parapety,Quipus,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Toda la población es destruida,,0,38555d3d-3fb8-4dea-aea6-18be59677309
